Records,410,435,460,485,510,535,560,585,610,645,680,705,730,760,810,860,900,940
ud3_6:37p,72.24,72.13,100.95,229.83,196.23,119.53,83.72,64.43,197.9,73.98,116.79,64.42,114.36,92.92,231.23,149.77,35.84,11.1
ud4_9:08,1368.4,1652.12,1904.13,2498.45,2777.98,2407.26,2036.23,3001.11,5911.84,2271.71,4370.17,2790.18,9435.34,7488.33,9991.95,7405.47,3378.89,2725.8
ud3_8:081,209.09,218.33,301.86,247.44,297.89,324.55,242.75,255.21,302,121.45,230.59,300.35,1413.81,1503.05,2055.3,2030.26,567.27,242.4
hd4_8:29,64.6,70.18,96.96,71.36,80.38,89.27,57.92,66.95,73.21,33.36,68.88,79.48,370.49,361.9,482.23,351.69,156.34,99.9
ud4_9:49,35.7,46.79,55.97,57.46,61.47,76.41,52.66,51.85,102.95,31.22,46.92,61.07,230.28,210.3,257.88,205.25,65.5,46.2
ud3_8:082,181.04,224.18,305.86,295.63,314.44,296.56,218.53,261.25,495.32,201.85,409.27,267.3,740.2,781.68,1010.89,992.94,305.88,139.7
hd3_7:54,8.5,9.75,14.99,9.27,12.61,18.16,10.53,11.58,13.73,5.99,10.98,15.9,75.19,78.25,84.24,76.55,24.72,10.1
h11:54,110.49,151.08,254.88,205.73,252.97,248.14,194.83,212.42,324.88,86.39,377.32,222.54,401.82,519.22,618.05,744.43,203.92,88.8
ud4_9:10,1837.57,2197.95,2669.78,3204.62,3373.77,3396.03,2667.06,3742.07,7554.52,3280.55,4942.15,3978.2,14467.11,11553.24,14495.38,10325.5,4439.89,3329
h12:24,1295.31,1077.04,1452.33,1426.23,1223.1,1606.1,1035.23,1172.35,1975.57,908.77,1388.51,1441.52,3020.31,3814.67,5259.87,4984.68,1673.38,793.8
ud4_8:40,543.11,659.87,907.58,870.19,1007.17,989.53,763.52,890.47,1789.11,710.76,1465.37,1017.77,3994.71,3472.33,4461.31,3774.29,1331.04,976.1
h11:56,213.34,243.68,321.85,233.53,256.91,257.22,160.6,208.4,306.57,134.28,203.64,207.07,1286.92,1342.47,1454.44,1342.41,503,337.7
u11:54,89.24,95.52,144.93,86.19,102.45,99.1,71.09,97.65,113.25,52.6,131.76,118.8,394.77,504.55,667.05,651.24,239.76,127.6
h2_9:49,92.64,101.37,145.93,93.6,107.97,112.72,69.51,84.57,76.64,37.63,60.89,84.08,521.66,683.05,802.86,781.04,250.27,120.2
ud4_8:45,264.33,269.02,370.83,270.6,284.5,304.88,211.15,307.06,396.94,209.98,285.49,355.57,1489.79,1422.35,1912.6,1761.78,703.21,509.8
u11:56,115.59,137.43,198.91,115.84,136.34,140.71,81.09,111.25,136.13,59.87,134.76,118.38,506,633.33,640.4,720.02,274.36,167.4
hd4_8:25,64.6,70.18,97.96,66.72,79.6,93.05,58.45,64.94,70.92,30.36,47.91,79.48,421.4,447.49,566.47,495.92,186,122.1
u12:24,1234.11,1567.32,2354.92,1747.8,2077.38,2395.15,1473.33,1738.65,2941.05,1252.18,2777.02,2203.28,6600.67,7316.34,7995.11,7837.04,2947.57,1610.8
